575,0.9721304,0.9286495,0.000207613
576,0.9849237,0.9187953,0.000188895
577,0.9970067,0.9083014,0.000171913
578,1.008907,0.8976352,0.000156503
579,1.021163,0.8872401,0.000142518
580,1.034327,0.877536,0.000129823
581,1.048753,0.868792,0.000118297
582,1.063937,0.8607474,0.000107831
583,1.079166,0.8530233,9.83246E-05
584,1.093723,0.8452535,8.96879E-05
585,1.106886,0.8370838,8.18395E-05
586,1.118106,0.8282409,7.47058E-05
587,1.127493,0.818732,6.82199E-05
588,1.135317,0.8086352,6.23213E-05
589,1.141838,0.7980296,5.69553E-05
590,1.147304,0.786995,5.20725E-05
591,1.151897,0.775604,4.76278E-05
592,1.155582,0.7638996,4.35808E-05
593,1.158284,0.7519157,3.98947E-05
594,1.159934,0.7396832,3.65361E-05
595,1.160477,0.7272309,3.3475E-05
596,1.15989,0.7145878,0.000030684
597,1.158259,0.7017926,2.81384E-05
598,1.155692,0.6888866,2.58157E-05
599,1.152293,0.6759103,2.36957E-05
600,1.148163,0.6629035,2.176E-05
601,1.143345,0.6498911,1.99918E-05
602,1.137685,0.636841,1.8376E-05
603,1.130993,0.6237092,1.6899E-05
604,1.123097,0.6104541,1.55482E-05
605,1.113846,0.5970375,1.43123E-05
606,1.103152,0.5834395,1.31812E-05
607,1.091121,0.5697044,1.21455E-05
608,1.077902,0.5558892,1.11967E-05
609,1.063644,0.5420475,1.03273E-05
610,1.048485,0.5282296,9.53013E-06
611,1.032546,0.5144746,8.79898E-06
612,1.01587,0.5007881,8.12807E-06
613,0.9984859,0.4871687,7.51216E-06
614,0.9804227,0.473616,6.94651E-06
615,0.9617111,0.4601308,6.42678E-06
616,0.9424119,0.446726,0
617,0.9227049,0.4334589,0
618,0.9027804,0.4203919,0
619,0.8828123,0.407581,0
620,0.8629581,0.3950755,0
621,0.8432731,0.3828894,0
622,0.8234742,0.370919,0
623,0.8032342,0.3590447,0
624,0.7822715,0.3471615,0
625,0.7603498,0.3351794,0
626,0.7373739,0.3230562,0
627,0.713647,0.3108859,0
628,0.6895336,0.298784,0
629,0.6653567,0.2868527,0
630,0.6413984,0.2751807,0
631,0.6178723,0.2638343,0
632,0.5948484,0.252833,0
633,0.57236,0.2421835,0
634,0.5504353,0.2318904,0
635,0.5290979,0.2219564,0
636,0.5083728,0.2123826,0
637,0.4883006,0.2031698,0
638,0.4689171,0.1943179,0
639,0.4502486,0.185825,0
640,0.4323126,0.1776882,0
641,0.415079,0.1698926,0
642,0.3983657,0.1623822,0
643,0.3819846,0.1550986,0
644,0.3657821,0.1479918,0
645,0.3496358,0.1410203,0
646,0.3334937,0.1341614,0
647,0.3174776,0.1274401,0
648,0.3017298,0.1208887,0
649,0.2863684,0.1145345,0
650,0.27149,0.1083996,0
651,0.2571632,0.1025007,0
652,0.2434101,0.09684588,0
653,0.2302389,0.09143944,0
654,0.2176527,0.08628318,0
655,0.2056507,0.08137687,0
656,0.1942251,0.07671708,0
657,0.183353,0.07229404,0
658,0.1730097,0.06809696,0
659,0.1631716,0.06411549,0
660,0.1538163,0.06033976,0
661,0.144923,0.05676054,0
662,0.1364729,0.05336992,0
663,0.1284483,0.05016027,0
664,0.120832,0.04712405,0
665,0.1136072,0.04425383,0
666,0.1067579,0.04154205,0
667,0.1002685,0.03898042,0
668,0.09412394,0.03656091,0
669,0.08830929,0.03427597,0
670,0.0828101,0.03211852,0
671,0.07761208,0.03008192,0
672,0.07270064,0.02816001,0
673,0.06806167,0.02634698,0
674,0.06368176,0.02463731,0
675,0.05954815,0.02302574,0
676,0.05564917,0.02150743,0
677,0.05197543,0.02007838,0
678,0.04851788,0.01873474,0
679,0.04526737,0.01747269,0
680,0.04221473,0.01628841,0
681,0.03934954,0.01517767,0
682,0.0366573,0.01413473,0
683,0.03412407,0.01315408,0
684,0.03173768,0.01223092,0
685,0.02948752,0.01136106,0
686,0.02736717,0.0105419,0
687,0.02538113,0.00977505,0
688,0.02353356,0.009061962,0
689,0.02182558,0.008402962,0
